agencyCode,agencyName,currentUII,investmentName,investmentType,uniqueProjectId,projectId,agencyProjectId,projectName,projectGoal,infrastructureManagementCategory,projectStatus,tmfInitiative,softwareProject,incrementalDevelopment,iterationFrequencyAmount,iterationFrequencyUnits,iterativeDescription,plannedStartDate,projectedStartDate,actualStartDate,plannedEndDate,projectedEndDate,actualEndDate,plannedCost,projectedCost,actualCost,scheduleVariance(days),scheduleVariance(%),scheduleVarianceColor,costVariance($M),costVariance(%),costVarianceColor,updatedTime
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B905214201,B905214201,B905214201,"CPAC Revenue Workflow Tools (ROWT)","Improves the performance of revenue collections by providing electronic mechanisms to assist in the prioritization, distribution, tracking, reporting and measuring of revenue cycle functions. ",01,"In Progress",,true,true,1,Months,"This project deploys Robotic Process Automations (RPA) based on Policy Analysts timeline.",2019-09-27,2019-10-11,2019-10-11,2024-09-30,2024-09-30,,15.985608,15.985608,,0,0,green,0,0,green,"2023-08-17 01:19:25"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2007245024,2007245024,2007245024,"Claims Processing Business Transformation","The goal of the project is to transform the claims processing and eligibility process for the Veteran Family Member Care Program to increase autonomation benefitting providers and beneficiaries by increasing the speed and efficiency of the lifecycle.",01,"In Progress",,true,true,3,Months,"Project generates releases after planned sprints in the increment.",2020-07-20,2020-07-20,2020-07-20,2024-07-31,2024-07-31,,13.538554,13.538554,,0,0,green,0,0,green,"2023-08-17 01:19:44"
029,"Department of Veterans Affairs",029-777777502,"Supply Chain Management","Major IT Investments",1908209167,1908209167,1908209167,"Supply Chain Enterprise Solution (SCES)","The project goal is to successfully implement the Supply Chain Modernization Solution across the Enterprise in order to modernize Supply Chain Management at VA Medical Centers.",01,"In Progress",,true,true,90,Days,"Supply Chain Modernization competitive prototyping efforts.",2021-12-01,2021-12-01,2021-12-01,2024-10-30,2024-10-30,,118,118,,0,0,green,0,0,green,"2023-08-17 01:19:29"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2109233198,2109233198,2109233198,"Emergency Department Integration System (EDIS)","Emergency Department Integration System enhancements to the production application to improve the capability to nationally manage and track patients admitted in the Emergency Room.",01,"In Progress",,true,true,90,Days,"Project will deploy releases as prescribed by the OIT 's 90 day production release goals.",2021-10-04,2021-10-04,2021-10-04,2024-12-13,2024-12-13,,1.95,1.95,,0,0,green,0,0,green,"2023-08-17 01:20:06"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2009187509,2009187509,2009187509,"4-Sight II Automated Eyeglass Ordering (4-Sight II)","Promote standardization of procurement of eyeglasses for veterans by using data to perform automation actions in VistA.",01,"In Progress",,true,true,3,Months,"We anticipate that we'll release once every 3 months.",2022-07-11,2022-07-11,2022-07-11,2023-12-15,2023-12-15,,1.95,1.95,,0,0,green,0,0,green,"2023-08-17 01:19:48"
029,"Department of Veterans Affairs",029-888888600,"Enterprise Security Services","Standard IT Investments",2209099211,2209099211,2209099211,Login.gov,"Login.gov enables an individual to prove their identity and establish credentials for a Veteran, family member, or delegate, by sharing key information unique to, and only known by, that individual.",02,"In Progress","Veteran Identity Modernization",true,true,1,Days,"Continuous Deployment Cycle (Daily).",2022-09-15,2022-09-15,2022-09-15,2024-12-31,2024-12-31,,20.200001,20.200001,,0,0,green,0,0,green,"2023-08-17 01:20:24"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",B903210732,B903210732,B903210732,"Digital Transformation Center","To enable SaaS products across the enterprise.",01,"In Progress",,true,true,1,Months,"This project deploys at least once per month.",2019-03-26,2019-03-26,2019-03-26,2024-09-30,2024-09-30,,251.538413,251.538413,,0,0,green,0,0,green,"2023-08-17 01:19:22"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",1808304617,1808304617,1808304617,"VA.GOV Phase 4","Continue to build, maintain, and improve the public-facing experience on VA.gov and other Veteran-facing digital tools, services, and properties.",01,"In Progress",,true,true,4,Weeks,"This project deploys following the end of every four-week sprint.",2021-08-01,2021-08-01,2021-08-01,2025-10-01,2025-09-30,,137.884961,137.884961,,1,0.065703,green,0,0,green,"2023-08-17 01:19:20"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",1808304615,1808304615,1808304615,"VA.GOV Phase 3","The goal of the project is to increase the use of VA's self-service tools to enable Veterans faster access to care and timely delivery of services. Improve the experience Veterans have interacting with the VA.",01,Completed,,true,true,2,Weeks,"This project deploys at the end of incremental sprints.",2019-12-02,2019-12-02,2019-12-02,2021-12-31,2021-12-31,2021-12-31,51.035398,51.035398,51.035398,0,0,green,0,0,green,"2023-08-17 01:19:19"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B512103683,B512103683,B512103683,"CPRS Enhancements Phase 2","CPRS EP2 will implement 17 New Service Requests centering on Consults & Scheduling, Vitals, Ordering, Pharmacy, Nutrition and Food Services (N&FS) Dietetics and Crisis Notes, Warning, Allergy/Adverse Reaction, and Advanced Directive (CWAD) Postings.",01,Completed,,true,true,1,Months,"This Project deploys after 3 - 2 week sprint intervals.",2018-02-12,2018-02-12,2018-02-12,2022-05-27,2022-05-27,2022-05-27,10.605,10.605,8.064637,0,0,green,2.540363,23.954389,yellow,"2023-08-17 01:18:52"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2008055572,2008055572,2008055572,"Pharmacy Safety and Medication Permissions and Dispensing Updates","Provides VHA the ability to support the increased amount of community prescription interoperability and data sharing inventory tracking needs in response to the pandemic and permit VistA consumption of external medication and allergy history.",01,Completed,,true,true,3,Months,"This project deploys following each 3 month development cycle after successful IOC.",2020-07-29,2020-07-29,2020-07-29,2021-10-29,2021-10-29,2021-10-29,3.4,3.4,2.844243,0,0,green,0.555757,16.345794,yellow,"2023-08-17 01:19:45"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",1912130017,1912130017,1912130017,"Home Telehealth Reporting (HTR)","Improve tools for Care Coordination nurses to manage their panel of patients enrolled in Home Telehealth, improve data used by VHA to assess and improve Home Telehealth outcomes, improve system architecture to maintain security of veteran data.",01,"In Progress",,true,true,1,Months,"This project deploys after the completion of 2, 2 week Sprints.",2019-12-13,2020-01-02,2020-01-02,2024-09-26,2024-09-26,,24.521657,24.521657,,0,0,green,0,0,green,"2023-08-17 01:19:41"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",2301041947,2301041947,2301041947,"My HealtheVet","Enhance the MHV national health portal to support the continued demand from 4M active Veteran users and over 35K VA clinical staff. Main objectives are to Improve patient access, Health record modernization, self-entered data via mobile/home devices.",01,"In Progress",,true,true,1,Weeks,"This Agile project deploys in three-month increments, two-week sprints and weekly software releases.",2022-12-12,2022-12-12,2022-12-12,2024-12-01,2024-12-01,,24.010699,24.010699,,0,0,green,0,0,green,"2023-08-17 01:20:36"
029,"Department of Veterans Affairs",029-555555300,"Access to Care","Major IT Investments",2304053435,2304053435,2304053435,"Claims Processing & Eligibility System (CP&E)","Sustainment Modernization of the claims processing tool for our Veteran and Beneficiaries. The project goal is to implement 8 point denial letters and CPE to CXM API.",01,"In Progress",,true,true,2,Weeks,"Community Care releases are on a 2 week sprint cadence.",2023-02-01,2023-02-01,2023-02-01,2024-03-31,2024-03-31,,4.242007,4.242007,,0,0,green,0,0,green,"2023-08-17 01:20:43"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2204056659,2204056659,2204056659,"Clinical Decision Support Platform Applications","Clinical Decision Support Applications provide VA Clinicians with recommendations at the point of care, overcoming current shortfalls to integrate them into the electronic health record; delivering efficient, evidence-based care to Veterans.",01,"In Progress",,true,true,4,Weeks,"This project deploys following the end of every four-week sprint.",2021-06-30,2021-06-30,2021-06-30,2025-01-31,2025-01-31,,23.027154,23.027155,,0,0,green,-1.000000001028E-6,-4.0E-6,green,"2023-08-17 01:20:20"
202,"U.S. Army Corps of Engineers",202-000001010,"Corps of Engineers Financial Management System (CEFMS) II","Major IT Investments",5ef5166ed625e5235cd6b260,B,5ef5166ed625e5235cd6b260,"CEFMS II Modernization- Phase II","MIgrate from Oracle forms applications to a modern, user friendly web-based application",01,,,true,true,1,Years,"This is project to develop new modules in CEFMS II.  The steps are develop the new module, test the module, train the end users, and deploy to production environment.",,,,,,,,,,0,0,green,0,0,green,"2021-10-27 15:18:06"
202,"U.S. Army Corps of Engineers",202-000001051,"Corps Water Management System (CWMS)","Major IT Investments",5ef5134bd625e5235cd6b221,FY23-003,5ef5134bd625e5235cd6b221,"FY23 CWMS Feature Enhancements","Model enhancements to support CAVI, MetVue, HMS, ResSim, RAS, FIA/FDR. Enterprise improvements based on direction from CCB.",01,"In Progress",,false,,0,,,2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,1.2,1.2,0,0,0,green,0,0,green,"2022-10-31 16:41:50"
202,"U.S. Army Corps of Engineers",202-000001032,"Resident Management System (RMS)","Major IT Investments",635be233f14aea48fa86bbbf,B,635be233f14aea48fa86bbbf,"Construction Management Platform Modernization","The Construction Management (CM) Platform Modernization (formerly known as RMS Modernization) will be replacing the legacy RMS program with a new Commercial-Off-The-Shelf CM Platform.",01,"In Progress",N/A,true,false,0,,,2022-10-25,2022-10-25,2022-10-25,2025-12-31,2025-12-31,,6,6,0,0,0,green,0,0,green,"2023-03-01 15:46:00"
202,"U.S. Army Corps of Engineers",202-000001032,"Resident Management System (RMS)","Major IT Investments",5ef512f0d625e5235cd6b1fe,ID09160006,5ef512f0d625e5235cd6b1fe,"RMS 3.0 M&S","Develop initial compliance with ACE-IT Architecture 2020; enhance stability in field usage and provide exchange of files.",01,"In Progress",,true,true,2,Weeks,"Sprints are developed and released twice a month (bi-weekly basis)",,,,,,,,,,1096,75.0685,red,0,0,green,"2021-10-27 14:10:52"
202,"U.S. Army Corps of Engineers",202-000001033,"Program and Project Management Information System (PROMIS)","Major IT Investments",63c051b58f6078bffb07cb40,PROMISXXV,63c051b58f6078bffb07cb40,"PROMIS - Primavera  SaaS ","Modernize legacy PROMIS  to a full SaaS solution in the DoD approved Oracle Cloud Infrastructure ",01,"In Progress",N/A,false,,0,,,2022-01-10,2022-01-10,2022-01-10,2026-05-30,2026-05-30,,15,15,3,0,0,green,0,0,green,"2023-01-31 08:09:07"
202,"U.S. Army Corps of Engineers",202-000001051,"Corps Water Management System (CWMS)","Major IT Investments",5ef51643d625e5235cd6b25d,FY22-008,5ef51643d625e5235cd6b25d,"FY22 CWMS v3.x Support","CWMS v3.x Support",01,Completed,,true,true,6,Months,"CWMS releases (CWMS v3.x) are anticipated approximately every 6 months. Each release will include various enhancements and bug fixes.
",2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,0.7,0.7,0.7,0,0,green,0,0,green,"2022-10-13 15:01:41"
202,"U.S. Army Corps of Engineers",202-000001051,"Corps Water Management System (CWMS)","Major IT Investments",5ef515e2d625e5235cd6b256,FY22-001,5ef515e2d625e5235cd6b256,"FY22 Maintenance (Operations)","Field Software Support (24x7) - Bug Fixes",01,Completed,,true,true,3,Months,"Release versions as bugs are discovered and fixed. As appropriate based on significance
",2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,1,1,1,0,0,green,0,0,green,"2022-10-13 15:01:41"
